,Title,imdbID,year,Poster,Genre
2540,Black Sheep,tt0115697,1996,http://ia.media-imdb.com/images/M/MV5BMTc3MDM5OTc4Ml5BMl5BanBnXkFtZTcwNjk2NDMyMQ@@._V1_SX300.jpg,Comedy
2541,Eddie,tt0116168,1996,http://ia.media-imdb.com/images/M/MV5BMTg0MDE4NzIyMl5BMl5BanBnXkFtZTYwMTgxNTg5._V1_SX300.jpg,"Comedy, Sport"
2542,Sgt. Bilko,tt0117608,1996,http://ia.media-imdb.com/images/M/MV5BMjAzMjMxOTA1OF5BMl5BanBnXkFtZTcwNTk5MzAzMQ@@._V1_SX300.jpg,Comedy
2543,James and the Giant Peach,tt0116683,1996,http://ia.media-imdb.com/images/M/MV5BMTkwMzEwMTQwNl5BMl5BanBnXkFtZTcwNTg3MzAyMQ@@._V1_SX300.jpg,"Animation, Adventure, Family"
2544,The Island of Dr. Moreau,tt0116654,1996,http://ia.media-imdb.com/images/M/MV5BMTIyMDI3NTI1OV5BMl5BanBnXkFtZTcwMDM2MjAyMQ@@._V1_SX300.jpg,"Horror, Sci-Fi, Thriller"
2545,Spy Hard,tt0117723,1996,http://ia.media-imdb.com/images/M/MV5BNjM4MjUzMzAxN15BMl5BanBnXkFtZTcwOTEyOTgxMQ@@._V1_SX300.jpg,"Comedy, Action"
2546,Eye for an Eye,tt0116260,1996,http://ia.media-imdb.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1_SX300.jpg,"Crime, Drama, Thriller"
2547,Harriet the Spy,tt0116493,1996,http://ia.media-imdb.com/images/M/MV5BMTg5NzUzODA5MV5BMl5BanBnXkFtZTcwOTAwNTAzMQ@@._V1_SX300.jpg,"Family, Comedy, Drama"
2548,First Kid,tt0116311,1996,http://ia.media-imdb.com/images/M/MV5BMzE1NDMyODA2NF5BMl5BanBnXkFtZTcwNzM3NDYxMQ@@._V1_SX300.jpg,"Family, Comedy"
2549,That Thing You Do!,tt0117887,1996,http://ia.media-imdb.com/images/M/MV5BMTczMzM2MTM0NF5BMl5BanBnXkFtZTcwMTIwMDQ0MQ@@._V1_SX300.jpg,"Comedy, Drama, Music"
2550,From Dusk Till Dawn,tt0116367,1996,http://ia.media-imdb.com/images/M/MV5BMTUzNjI5NTUwOV5BMl5BanBnXkFtZTcwMDAyMDQyMQ@@._V1_SX300.jpg,"Action, Crime, Fantasy"
2551,Down Periscope,tt0116130,1996,http://ia.media-imdb.com/images/M/MV5BMjA0NTE0ODE0Ml5BMl5BanBnXkFtZTcwNjMxMzUyMQ@@._V1_SX300.jpg,Comedy
2552,Escape from L.A.,tt0116225,1996,http://ia.media-imdb.com/images/M/MV5BMTc5NDYyMjQwMF5BMl5BanBnXkFtZTYwNzI2MTQ5._V1_SX300.jpg,"Action, Adventure, Sci-Fi"
2553,Fly Away Home,tt0116329,1996,http://ia.media-imdb.com/images/M/MV5BMTA0OTE5MDQ0NTBeQTJeQWpwZ15BbWU4MDI5OTc3NTMx._V1_SX300.jpg,"Adventure, Drama, Family"
2554,Kingpin,tt0116778,1996,http://ia.media-imdb.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_SX300.jpg,"Comedy, Sport"
2555,The Craft,tt0115963,1996,http://ia.media-imdb.com/images/M/MV5BMTIwNTQyNTY1OF5BMl5BanBnXkFtZTYwNTYwNjg4._V1_SX300.jpg,"Drama, Fantasy, Horror"
2556,Fargo,tt0116282,1996,http://ia.media-imdb.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_SX300.jpg,"Crime, Drama, Thriller"
2557,Sling Blade,tt0117666,1996,http://ia.media-imdb.com/images/M/MV5BMTYyMzE5NTYwOF5BMl5BanBnXkFtZTgwMzYxNjcxMTE@._V1_SX300.jpg,Drama
2558,D3: The Mighty Ducks,tt0116000,1996,http://ia.media-imdb.com/images/M/MV5BMTM2Njg5MDg4MF5BMl5BanBnXkFtZTcwNjk0MDcyMQ@@._V1_SX300.jpg,"Action, Comedy, Drama"
2559,The Juror,tt0116731,1996,http://ia.media-imdb.com/images/M/MV5BMTgwOTc5MjYzNl5BMl5BanBnXkFtZTcwMjYzMTYyMQ@@._V1_SX300.jpg,"Drama, Thriller"
2560,My Fellow Americans,tt0117119,1996,http://ia.media-imdb.com/images/M/MV5BMTM1MzAyODU1Nl5BMl5BanBnXkFtZTcwNDA4NDAzMQ@@._V1_SX300.jpg,"Adventure, Comedy"
2561,Emma,tt0116191,1996,http://ia.media-imdb.com/images/M/MV5BMTM0OTY2ODYxNF5BMl5BanBnXkFtZTcwMzEwMTMzMQ@@._V1_SX300.jpg,"Comedy, Drama, Romance"
2562,The Quest,tt0117420,1996,http://ia.media-imdb.com/images/M/MV5BOTEzMDAwNjA2OV5BMl5BanBnXkFtZTcwMTU4MDEyMQ@@._V1_SX300.jpg,"Action, Adventure, Thriller"
2563,Bulletproof,tt0115783,1996,http://ia.media-imdb.com/images/M/MV5BMTUyOTQ5NzQwM15BMl5BanBnXkFtZTcwNTQzMjgxMQ@@._V1_SX300.jpg,"Action, Comedy, Crime"
2564,A Very Brady Sequel,tt0118073,1996,http://ia.media-imdb.com/images/M/MV5BMTg4NDY1Njk2OV5BMl5BanBnXkFtZTcwNjc1MjIyMQ@@._V1_SX300.jpg,Comedy
2565,High School High,tt0116531,1996,http://ia.media-imdb.com/images/M/MV5BMTI0MDc4Mjk5OF5BMl5BanBnXkFtZTYwNTc0NTc5._V1_SX300.jpg,"Comedy, Crime, Romance"
2566,Chain Reaction,tt0115857,1996,http://ia.media-imdb.com/images/M/MV5BMTU5NTQ2NTUzOF5BMl5BanBnXkFtZTcwMDg1OTgxMQ@@._V1_SX300.jpg,"Action, Drama, Sci-Fi"
2567,Multiplicity,tt0117108,1996,http://ia.media-imdb.com/images/M/MV5BMTQ4MzcyODU1MF5BMl5BanBnXkFtZTcwNDY5MDEzMQ@@._V1_SX300.jpg,"Comedy, Romance, Sci-Fi"
2568,Fear,tt0116287,1996,http://ia.media-imdb.com/images/M/MV5BMTI0MzA0NzAyMF5BMl5BanBnXkFtZTcwNDUzMzIyMQ@@._V1_SX300.jpg,"Drama, Thriller"
2569,The Glimmer Man,tt0116421,1996,http://ia.media-imdb.com/images/M/MV5BMTYzMDY2Mzg4MF5BMl5BanBnXkFtZTcwNzAyMTYyMQ@@._V1_SX300.jpg,"Action, Comedy, Crime"
2570,City Hall,tt0115907,1996,http://ia.media-imdb.com/images/M/MV5BMTQxNzEzMzQwN15BMl5BanBnXkFtZTcwOTk5MDYyMQ@@._V1_SX300.jpg,"Drama, Thriller"
2571,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,tt0116126,1996,http://ia.media-imdb.com/images/M/MV5BMTA3NjQ1Mzg4NTReQTJeQWpwZ15BbWU3MDcwNTQwMzE@._V1_SX300.jpg,"Comedy, Crime"
2572,Flipper,tt0116322,1996,http://ia.media-imdb.com/images/M/MV5BMTU4MTMzOTg4Nl5BMl5BanBnXkFtZTcwMDEzNDQyMQ@@._V1_SX300.jpg,"Family, Adventure"
2573,Bed of Roses,tt0115644,1996,http://ia.media-imdb.com/images/M/MV5BMjg4MzcxMzk3M15BMl5BanBnXkFtZTcwNzkzOTMyMQ@@._V1_SX300.jpg,"Romance, Drama"
2574,Kazaam,tt0116756,1996,http://ia.media-imdb.com/images/M/MV5BMTU4NjAwMjg0MF5BMl5BanBnXkFtZTcwODgwNDMyMQ@@._V1_SX300.jpg,"Comedy, Family, Fantasy"
2575,The Fan,tt0116277,1996,http://ia.media-imdb.com/images/M/MV5BMTgyMzQ2NzA5Nl5BMl5BanBnXkFtZTYwMTE4ODI5._V1_SX300.jpg,"Action, Drama, Sport"
2576,Last Man Standing,tt0116830,1996,http://ia.media-imdb.com/images/M/MV5BMTIyOTE2ODQ2OF5BMl5BanBnXkFtZTYwMjY4Mjg5._V1_SX300.jpg,"Action, Crime, Drama"
2577,The Crow: City of Angels,tt0115986,1996,http://ia.media-imdb.com/images/M/MV5BNDgyMzgxMTE1Ml5BMl5BanBnXkFtZTcwNzMwMTYyMQ@@._V1_SX300.jpg,"Action, Fantasy, Thriller"
2578,Extreme Measures,tt0116259,1996,http://ia.media-imdb.com/images/M/MV5BMTU0NDYzMTQ4M15BMl5BanBnXkFtZTYwNDc0MzE5._V1_SX300.jpg,"Crime, Drama, Mystery"
2579,The Phantom,tt0117331,1996,http://ia.media-imdb.com/images/M/MV5BMjEyOTYwNTQ4Nl5BMl5BanBnXkFtZTcwNzIyNjAyMQ@@._V1_SX300.jpg,"Action, Adventure, Comedy"
2580,Fled,tt0116320,1996,http://ia.media-imdb.com/images/M/MV5BMjAxMjY0NjM4N15BMl5BanBnXkFtZTcwOTg3NjczNA@@._V1_SX300.jpg,"Action, Adventure, Crime"
2581,The Frighteners,tt0116365,1996,http://ia.media-imdb.com/images/M/MV5BMjE3NDQzNjc0NV5BMl5BanBnXkFtZTYwMjUwNDE5._V1_SX300.jpg,"Comedy, Fantasy, Horror"
2582,Trainspotting,tt0117951,1996,http://ia.media-imdb.com/images/M/MV5BMTg2MzcxNTY3NV5BMl5BanBnXkFtZTgwOTQ5NDQxMDE@._V1_SX300.jpg,Drama
2583,The Adventures of Pinocchio,tt0115472,1996,http://ia.media-imdb.com/images/M/MV5BMTg4ODU3NjQwNl5BMl5BanBnXkFtZTYwODU0NzI5._V1_SX300.jpg,"Fantasy, Family, Adventure"
2584,The Substitute,tt0117774,1996,http://ia.media-imdb.com/images/M/MV5BMjA1MTczNzUzOF5BMl5BanBnXkFtZTcwODg4NzcxMQ@@._V1_SX300.jpg,"Action, Crime, Drama"
2585,Flirting with Disaster,tt0116324,1996,http://ia.media-imdb.com/images/M/MV5BMTI5NDY1Nzk1OV5BMl5BanBnXkFtZTcwMDE5OTUyMQ@@._V1_SX300.jpg,Comedy
2586,The Chamber,tt0115862,1996,http://ia.media-imdb.com/images/M/MV5BMTUxMDAyMDM3NV5BMl5BanBnXkFtZTYwOTU4Mjg5._V1_SX300.jpg,"Drama, Thriller"
2587,Maximum Risk,tt0117011,1996,http://ia.media-imdb.com/images/M/MV5BMTcwNTIyMjI0M15BMl5BanBnXkFtZTcwMDE5NjkxMQ@@._V1_SX300.jpg,"Action, Crime, Mystery"
2588,In Love and War,tt0116621,1996,http://ia.media-imdb.com/images/M/MV5BMTQ3MTU5NTQ1OV5BMl5BanBnXkFtZTcwNzE0NDYyMQ@@._V1_SX300.jpg,"Biography, Drama, Romance"
2589,The Arrival,tt0115571,1996,http://ia.media-imdb.com/images/M/MV5BMTYzMDI4NzQ1Ml5BMl5BanBnXkFtZTcwNDg0MzgyMQ@@._V1_SX300.jpg,"Action, Sci-Fi, Thriller"
2590,Bio-Dome,tt0115683,1996,http://ia.media-imdb.com/images/M/MV5BMTc4NDg0ODQ4Ml5BMl5BanBnXkFtZTcwNDM4MDUyMQ@@._V1_SX300.jpg,Comedy
2591,Secrets,tt0117590,1996,N/A,N/A
2592,Ghosts of Mississippi,tt0116410,1996,http://ia.media-imdb.com/images/M/MV5BNDA1MDk0OTExN15BMl5BanBnXkFtZTcwNTA2MzMyMQ@@._V1_SX300.jpg,Drama
2593,The Associate,tt0115580,1996,http://ia.media-imdb.com/images/M/MV5BMTczNDYyNjUyOV5BMl5BanBnXkFtZTcwNDc3MTAyMQ@@._V1_SX300.jpg,Comedy
2594,Mr. Wrong,tt0117102,1996,http://ia.media-imdb.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1_SX300.jpg,Comedy
2595,Marvin's Room,tt0116999,1996,http://ia.media-imdb.com/images/M/MV5BMTIzOTkzMzc3M15BMl5BanBnXkFtZTYwNjYyNDU5._V1_SX300.jpg,Drama
2596,The Evening Star,tt0116240,1996,http://ia.media-imdb.com/images/M/MV5BMTcwNjkyODQyN15BMl5BanBnXkFtZTcwMzk0MTQyMQ@@._V1_SX300.jpg,"Comedy, Drama"
2597,The Spitfire Grill,tt0117718,1996,http://ia.media-imdb.com/images/M/MV5BMjE5NjU2NjgyM15BMl5BanBnXkFtZTcwMTgzNjUyMQ@@._V1_SX300.jpg,Drama
2598,Lone Star,tt0116905,1996,http://ia.media-imdb.com/images/M/MV5BMTI2NjUwODY0Nl5BMl5BanBnXkFtZTcwMjYyODcxMQ@@._V1_SX300.jpg,"Drama, Mystery"
2599,Big Night,tt0115678,1996,http://ia.media-imdb.com/images/M/MV5BMTUzMjAzMjMyMl5BMl5BanBnXkFtZTcwNTUzNDIyMQ@@._V1_SX300.jpg,Drama
2600,Alaska,tt0115493,1996,http://ia.media-imdb.com/images/M/MV5BMjEwNDY2MDk1MF5BMl5BanBnXkFtZTcwNDcyMTMyMQ@@._V1_SX300.jpg,"Adventure, Family"
2601,Mulholland Falls,tt0117107,1996,http://ia.media-imdb.com/images/M/MV5BOTcwMDE3MTQ5OV5BMl5BanBnXkFtZTcwMzA0MDQ1NA@@._V1_SX300.jpg,"Crime, Drama, Mystery"
2602,2 Days in the Valley,tt0115438,1996,http://ia.media-imdb.com/images/M/MV5BMTI1ODM4NzQ1NV5BMl5BanBnXkFtZTcwNDQyMDU1MQ@@._V1_SX300.jpg,"Comedy, Crime, Drama"
2603,Michael Collins,tt0117039,1996,http://ia.media-imdb.com/images/M/MV5BMjE4MDE0MjEzMl5BMl5BanBnXkFtZTcwNjc1MzkxMQ@@._V1_SX300.jpg,"Biography, Drama, Thriller"
2604,Two If by Sea,tt0118002,1996,http://ia.media-imdb.com/images/M/MV5BMTY5MDcxNjY5MV5BMl5BanBnXkFtZTYwNDMxMTk5._V1_SX300.jpg,"Comedy, Crime, Romance"
2605,Beautiful Girls,tt0115639,1996,http://ia.media-imdb.com/images/M/MV5BMTI4NjU0NDM0NV5BMl5BanBnXkFtZTYwODU5MjY5._V1_SX300.jpg,"Comedy, Drama, Romance"
2606,White Squall,tt0118158,1996,http://ia.media-imdb.com/images/M/MV5BMTI5NjIzMTI5OV5BMl5BanBnXkFtZTcwMjY0MzAyMQ@@._V1_SX300.jpg,"Adventure, Drama"
2607,Sunset Park,tt0117784,1996,http://ia.media-imdb.com/images/M/MV5BMjE2NjgxNDgwN15BMl5BanBnXkFtZTcwMDY0NzAwMQ@@._V1_SX300.jpg,"Drama, Sport"
2608,A Family Thing,tt0116275,1996,http://ia.media-imdb.com/images/M/MV5BMjE1MjI1MTkwNl5BMl5BanBnXkFtZTYwNjcwNDU5._V1_SX300.jpg,"Comedy, Drama"
2609,Mrs. Winterbourne,tt0117104,1996,http://ia.media-imdb.com/images/M/MV5BMTc1NzQ5MjIxNl5BMl5BanBnXkFtZTcwNTQ1MzIyMQ@@._V1_SX300.jpg,"Comedy, Drama, Romance"
2610,Dunston Checks In,tt0116151,1996,http://ia.media-imdb.com/images/M/MV5BMTM2OTI4ODAxMl5BMl5BanBnXkFtZTcwODUzMzYyMQ@@._V1_SX300.jpg,"Comedy, Adventure, Family"
2611,Everyone Says I Love You,tt0116242,1996,http://ia.media-imdb.com/images/M/MV5BMTMxNjY5MTM4NV5BMl5BanBnXkFtZTYwMTc1OTg4._V1_SX300.jpg,"Comedy, Musical, Romance"
2612,She's the One,tt0117628,1996,http://ia.media-imdb.com/images/M/MV5BMTI1MDA1MjM0OV5BMl5BanBnXkFtZTcwMjE0MDYxMQ@@._V1_SX300.jpg,"Comedy, Drama, Romance"
2613,Celtic Pride,tt0115851,1996,http://ia.media-imdb.com/images/M/MV5BMTc4MjMxNTM5Ml5BMl5BanBnXkFtZTYwOTE3NDM5._V1_SX300.jpg,"Comedy, Sport"
2614,Before and After,tt0115645,1996,http://ia.media-imdb.com/images/M/MV5BMTgwODk4NDkzNF5BMl5BanBnXkFtZTcwMjA0MjUyMQ@@._V1_SX300.jpg,"Crime, Drama, Mystery"
2615,All Dogs Go to Heaven 2,tt0115509,1996,http://ia.media-imdb.com/images/M/MV5BMTI2MjYyODUzNV5BMl5BanBnXkFtZTcwMTczNzUxMQ@@._V1_SX300.jpg,"Animation, Adventure, Family"
2616,The Rich Man's Wife,tt0117473,1996,http://ia.media-imdb.com/images/M/MV5BMTk3NjI3MTU4OV5BMl5BanBnXkFtZTYwODgxOTM5._V1_SX300.jpg,Thriller
2617,Larger Than Life,tt0116823,1996,http://ia.media-imdb.com/images/M/MV5BODM0NzY3NjcyM15BMl5BanBnXkFtZTcwODYzNzA2NA@@._V1_SX300.jpg,"Comedy, Family"
2618,The Great White Hype,tt0116448,1996,http://ia.media-imdb.com/images/M/MV5BMjc2MTExMzAxNl5BMl5BanBnXkFtZTcwMjEzOTUyMQ@@._V1_SX300.jpg,"Comedy, Sport"
2619,The Crucible,tt0115988,1996,http://ia.media-imdb.com/images/M/MV5BMjE3OTc3NzUzN15BMl5BanBnXkFtZTcwODQyMjYyMQ@@._V1_SX300.jpg,"Drama, History"
2620,Dear God,tt0116059,1996,http://ia.media-imdb.com/images/M/MV5BMTcwNDc4OTQwNV5BMl5BanBnXkFtZTcwNTAzMjUyMQ@@._V1_SX300.jpg,Comedy
2621,House Arrest,tt0116571,1996,http://ia.media-imdb.com/images/M/MV5BMTk5MTQ2OTA2MF5BMl5BanBnXkFtZTcwNTQyMDU1MQ@@._V1_SX300.jpg,"Comedy, Family"
2622,Last Dance,tt0116827,1996,http://ia.media-imdb.com/images/M/MV5BMTYzNDMyNjEwOF5BMl5BanBnXkFtZTcwNjQ1MjAyMQ@@._V1_SX300.jpg,"Drama, Thriller"
2623,Bordello of Blood,tt0117826,1996,http://ia.media-imdb.com/images/M/MV5BMTU5ODMxMjc0NF5BMl5BanBnXkFtZTcwMzMwNTMyMQ@@._V1_SX300.jpg,"Horror, Comedy"
2624,Get on the Bus,tt0116404,1996,http://ia.media-imdb.com/images/M/MV5BMTQzMjA5NjQ0Nl5BMl5BanBnXkFtZTcwMjgwMzYxMQ@@._V1_SX300.jpg,"Drama, History"
2625,Mary Reilly,tt0117002,1996,http://ia.media-imdb.com/images/M/MV5BMTM2MzEzNTc2NF5BMl5BanBnXkFtZTYwNTI5NjU5._V1_SX300.jpg,"Drama, Horror, Romance"
2626,The Pallbearer,tt0117283,1996,http://ia.media-imdb.com/images/M/MV5BNzc2NjAzODYzN15BMl5BanBnXkFtZTcwMDQ2NzcxMQ@@._V1_SX300.jpg,"Comedy, Romance"
2627,Solo,tt0117688,1996,http://ia.media-imdb.com/images/M/MV5BNzI1NDIyMDc1Ml5BMl5BanBnXkFtZTcwNjU2ODMyMQ@@._V1_SX300.jpg,"Action, Sci-Fi, Thriller"
2628,Heaven's Prisoners,tt0116508,1996,http://ia.media-imdb.com/images/M/MV5BMTUxOTg2NDAwM15BMl5BanBnXkFtZTcwNTkwNTcxMQ@@._V1_SX300.jpg,"Drama, Mystery, Thriller"
2629,Girl 6,tt0116414,1996,http://ia.media-imdb.com/images/M/MV5BMTkwMjE2NTcxN15BMl5BanBnXkFtZTcwMTMzMzIzMQ@@._V1_SX300.jpg,"Comedy, Drama"
2630,Stealing Beauty,tt0117737,1996,http://ia.media-imdb.com/images/M/MV5BMTQ2MTI0MjkwOV5BMl5BanBnXkFtZTcwMDcxMTU1MQ@@._V1_SX300.jpg,"Drama, Romance"
2631,Joe's Apartment,tt0116707,1996,http://ia.media-imdb.com/images/M/MV5BMTcyNzYzMjcwMl5BMl5BanBnXkFtZTcwODYzNDUxMQ@@._V1_SX300.jpg,"Comedy, Fantasy, Musical"
2632,Swingers,tt0117802,1996,http://ia.media-imdb.com/images/M/MV5BMTcxMDQ1MjUxOF5BMl5BanBnXkFtZTYwMzAwNTA5._V1_SX300.jpg,"Comedy, Drama"
2633,Ed,tt0116165,1996,http://ia.media-imdb.com/images/M/MV5BMTI0MjU2NDUxNV5BMl5BanBnXkFtZTcwNzIyMDIyMQ@@._V1_SX300.jpg,"Comedy, Family, Sport"
2634,Bogus,tt0115725,1996,http://ia.media-imdb.com/images/M/MV5BMTQzNjg2ODMzNV5BMl5BanBnXkFtZTcwNzI0OTQyMQ@@._V1_SX300.jpg,"Comedy, Family, Fantasy"
2635,To Gillian on Her 37th Birthday,tt0117924,1996,http://ia.media-imdb.com/images/M/MV5BMjE3MDQ1ODMwMV5BMl5BanBnXkFtZTcwNTM2ODYxMQ@@._V1_SX300.jpg,"Drama, Fantasy, Romance"
2636,Breaking the Waves,tt0115751,1996,"http://ia.media-imdb.com/images/M/MV5BMTI2Nzk4Mzk4M15BMl5BanBnXkFtZTYwODY3OTc4._V1._CR36,0,262,423_SX89_AL_.jpg_V1_SX300.jpg","Drama, Romance"
2637,Bound,tt0115736,1996,http://ia.media-imdb.com/images/M/MV5BMTI0MjczOTYxNl5BMl5BanBnXkFtZTYwNjc0Mjk5._V1_SX300.jpg,"Crime, Drama, Romance"
2638,Barb Wire,tt0115624,1996,http://ia.media-imdb.com/images/M/MV5BMTI3NzU1MDU5OV5BMl5BanBnXkFtZTcwMzU1MjEyMQ@@._V1_SX300.jpg,"Action, Sci-Fi"
2639,Original Gangstas,tt0117260,1996,http://ia.media-imdb.com/images/M/MV5BMTQ4OTI2MzY0Ml5BMl5BanBnXkFtZTcwOTMwOTc2NA@@._V1_SX300.jpg,"Action, Crime, Drama"
2640,The Portrait of a Lady,tt0117364,1996,http://ia.media-imdb.com/images/M/MV5BMTkzMjY5NzY2Nl5BMl5BanBnXkFtZTcwMDk4NTYxMQ@@._V1_SX300.jpg,"Drama, Romance"
2641,The Trigger Effect,tt0117965,1996,http://ia.media-imdb.com/images/M/MV5BMTI4MTE2MTg5OV5BMl5BanBnXkFtZTcwOTc3NjcxMQ@@._V1_SX300.jpg,"Drama, Thriller"
2642,Moll Flanders,tt0117071,1996,http://ia.media-imdb.com/images/M/MV5BMTIzNzA0NDU3OV5BMl5BanBnXkFtZTYwMDExODg5._V1_SX300.jpg,"Drama, Romance"
2643,Carpool,tt0115836,1996,http://ia.media-imdb.com/images/M/MV5BMjAxNjMzMDU5NF5BMl5BanBnXkFtZTcwNTkzOTQyMQ@@._V1_SX300.jpg,Comedy
2644,Feeling Minnesota,tt0116289,1996,http://ia.media-imdb.com/images/M/MV5BMTIzOTk0ODgxNl5BMl5BanBnXkFtZTcwNzg5NDMyMQ@@._V1_SX300.jpg,"Comedy, Crime, Drama"
2645,Basquiat,tt0115632,1996,http://ia.media-imdb.com/images/M/MV5BMTY4NDY1NzkxN15BMl5BanBnXkFtZTYwMDkwMzE5._V1_SX300.jpg,"Biography, Drama"
2646,Unforgettable,tt0118040,1996,http://ia.media-imdb.com/images/M/MV5BMjE4MjA4MzIxMV5BMl5BanBnXkFtZTcwMTg3Mjg3NA@@._V1_SX300.jpg,"Drama, Mystery, Sci-Fi"
2647,When We Were Kings,tt0118147,1996,http://ia.media-imdb.com/images/M/MV5BMTczODEzNTM0NF5BMl5BanBnXkFtZTcwMzIxMTUyMQ@@._V1_SX300.jpg,"Documentary, History, Sport"
2648,Kids in the Hall: Brain Candy,tt0116768,1996,http://ia.media-imdb.com/images/M/MV5BMTMxMzE4NDUzNl5BMl5BanBnXkFtZTcwOTE4MjkxMQ@@._V1_SX300.jpg,Comedy
2649,The Stupids,tt0117768,1996,http://ia.media-imdb.com/images/M/MV5BMTMzNzQyMTM1OV5BMl5BanBnXkFtZTcwMDYxNTQyMQ@@._V1_SX300.jpg,"Comedy, Adventure"
2650,If Lucy Fell,tt0116606,1996,http://ia.media-imdb.com/images/M/MV5BMTIyNjYyMjIyMV5BMl5BanBnXkFtZTcwNzE4OTUxMQ@@._V1_SX300.jpg,"Comedy, Romance"
2651,Lawnmower Man 2: Beyond Cyberspace,tt0116839,1996,http://ia.media-imdb.com/images/M/MV5BMTcyMjU1NjU1N15BMl5BanBnXkFtZTcwMzk0OTMyMQ@@._V1_SX300.jpg,"Action, Sci-Fi, Thriller"
2652,Faithful,tt0116269,1996,http://ia.media-imdb.com/images/M/MV5BMjExMjA1NTk0OF5BMl5BanBnXkFtZTcwMTQyMDcyMQ@@._V1_SX300.jpg,"Comedy, Crime, Drama"
2653,Snowriders,tt0117677,1996,http://ia.media-imdb.com/images/M/MV5BNjM0MzY3NjU2MF5BMl5BanBnXkFtZTcwMzU5MTEyMQ@@._V1_SX300.jpg,Documentary
2654,Big Bully,tt0115676,1996,http://ia.media-imdb.com/images/M/MV5BMTM5OTk4OTA0MV5BMl5BanBnXkFtZTcwNjg1MjQyMQ@@._V1_SX300.jpg,"Comedy, Thriller"
2655,Surviving Picasso,tt0117791,1996,http://ia.media-imdb.com/images/M/MV5BMTk2NTI4MTMwMV5BMl5BanBnXkFtZTcwMjE4ODcyMQ@@._V1_SX300.jpg,"Biography, Drama, Romance"
2656,Ridicule,tt0117477,1996,http://ia.media-imdb.com/images/M/MV5BMjA3NTkxOTAyNF5BMl5BanBnXkFtZTcwMjg3NDUyMQ@@._V1_SX300.jpg,"Comedy, Drama, Romance"
2657,Race the Sun,tt0117427,1996,http://ia.media-imdb.com/images/M/MV5BMTc3NzgzMzgxNF5BMl5BanBnXkFtZTcwNzMyMzUyMQ@@._V1_SX300.jpg,"Adventure, Comedy, Drama"
2658,I Shot Andy Warhol,tt0116594,1996,http://ia.media-imdb.com/images/M/MV5BMTc4NzUwMzMwNF5BMl5BanBnXkFtZTYwNzEyMjA5._V1_SX300.jpg,"Biography, Drama"
2659,Beautiful Thing,tt0115640,1996,http://ia.media-imdb.com/images/M/MV5BMTI1NTkyNjQ2NF5BMl5BanBnXkFtZTYwODU4Mjg5._V1_SX300.jpg,"Comedy, Drama, Romance"
2660,Microcosmos,tt0117040,1996,http://ia.media-imdb.com/images/M/MV5BMTQ4MDU2ODcyNF5BMl5BanBnXkFtZTcwOTk2NDEzMQ@@._V1_SX300.jpg,Documentary
2661,Looking for Richard,tt0116913,1996,http://ia.media-imdb.com/images/M/MV5BMTIyNTQwNzEwOV5BMl5BanBnXkFtZTcwMDEzNDMzMQ@@._V1_SX300.jpg,"Documentary, Drama"
2662,Phat Beach,tt0117332,1996,http://ia.media-imdb.com/images/M/MV5BMTk4ODMxMzQzOF5BMl5BanBnXkFtZTYwMDk4NTU5._V1_SX300.jpg,Comedy
2663,Kansas City,tt0116745,1996,http://ia.media-imdb.com/images/M/MV5BMTczMjIyODA5OV5BMl5BanBnXkFtZTcwNTAzMzMzMQ@@._V1_SX300.jpg,"Crime, Drama, Music"
2664,Walking and Talking,tt0118113,1996,http://ia.media-imdb.com/images/M/MV5BMzMyMzY0MzAyMl5BMl5BanBnXkFtZTcwMDc4MTYyMQ@@._V1_SX300.jpg,"Comedy, Drama, Romance"
2665,The Funeral,tt0116378,1996,http://ia.media-imdb.com/images/M/MV5BMTczMzMyMzI1NV5BMl5BanBnXkFtZTcwNTAxNDgxMQ@@._V1_SX300.jpg,"Crime, Drama"
2666,Two Much,tt0118001,1996,http://ia.media-imdb.com/images/M/MV5BMjA0ODQxMTI0NV5BMl5BanBnXkFtZTcwMTE4NjgyMQ@@._V1_SX300.jpg,"Comedy, Romance"
2667,Bad Moon,tt0115610,1996,http://ia.media-imdb.com/images/M/MV5BMTU5NzYzMDQ5NV5BMl5BanBnXkFtZTcwMTczMTIyMQ@@._V1_SX300.jpg,Horror
2668,Mystery Science Theater 3000: The Movie,tt0117128,1996,http://ia.media-imdb.com/images/M/MV5BMTU1OTA2NzAyNV5BMl5BanBnXkFtZTcwMDI1MTYyMQ@@._V1_SX300.jpg,"Comedy, Sci-Fi"
2669,Iron Man/X-O Manowar in Heavy Metal,tt0913397,1996,N/A,Action
